trend_name,trend_url,trend_query,tweet_volume,searched_at_datetime,searched_in_country,sentiment
#January6thCommission,http://twitter.com/search?q=%23January6thCommission,%23January6thCommission,54463,19:19.3,Canada,Negative
#FridayFeeling,http://twitter.com/search?q=%23FridayFeeling,%23FridayFeeling,25133,19:19.3,Canada,Negative
#KohLanta,http://twitter.com/search?q=%23KohLanta,%23KohLanta,70835,19:19.3,France,Negative
#NBAExtra,http://twitter.com/search?q=%23NBAExtra,%23NBAExtra,,19:19.3,France,Negative
#testdematurité,http://twitter.com/search?q=%23testdematurit%C3%A9,%23testdematurit%C3%A9,,19:19.3,France,Negative
#RstFm,http://twitter.com/search?q=%23RstFm,%23RstFm,,19:19.3,France,Negative
#SmackDown,http://twitter.com/search?q=%23SmackDown,%23SmackDown,32535,19:19.3,France,Negative
#LetsDance,http://twitter.com/search?q=%23LetsDance,%23LetsDance,,19:19.3,Germany,Negative
#MittelalterCamp,http://twitter.com/search?q=%23MittelalterCamp,%23MittelalterCamp,,19:19.3,Germany,Negative
#MFFL,http://twitter.com/search?q=%23MFFL,%23MFFL,,19:19.3,Germany,Negative
#LifeChangingVigil,http://twitter.com/search?q=%23LifeChangingVigil,%23LifeChangingVigil,46568,19:19.3,Germany,Negative
#heuteshow,http://twitter.com/search?q=%23heuteshow,%23heuteshow,,19:19.3,Germany,Negative
#HappinessMantra,http://twitter.com/search?q=%23HappinessMantra,%23HappinessMantra,10832,19:19.3,India,Negative
#मोदी_बिचौलिया_अडानी_का,http://twitter.com/search?q=%23%E0%A4%AE%E0%A5%8B%E0%A4%A6%E0%A5%80_%E0%A4%AC%E0%A4%BF%E0%A4%9A%E0%A5%8C%E0%A4%B2%E0%A4%BF%E0%A4%AF%E0%A4%BE_%E0%A4%85%E0%A4%A1%E0%A4%BE%E0%A4%A8%E0%A5%80_%E0%A4%95%E0%A4%BE,%23%E0%A4%AE%E0%A5%8B%E0%A4%A6%E0%A5%80_%E0%A4%AC%E0%A4%BF%E0%A4%9A%E0%A5%8C%E0%A4%B2%E0%A4%BF%E0%A4%AF%E0%A4%BE_%E0%A4%85%E0%A4%A1%E0%A4%BE%E0%A4%A8%E0%A5%80_%E0%A4%95%E0%A4%BE,24101,19:19.3,India,Negative
#SaturdayMorning,http://twitter.com/search?q=%23SaturdayMorning,%23SaturdayMorning,,19:19.3,India,Negative
#SaturdayThoughts,http://twitter.com/search?q=%23SaturdayThoughts,%23SaturdayThoughts,,19:19.3,India,Negative
#किसानो_के_वैक्सीन_लगाओ,http://twitter.com/search?q=%23%E0%A4%95%E0%A4%BF%E0%A4%B8%E0%A4%BE%E0%A4%A8%E0%A5%8B_%E0%A4%95%E0%A5%87_%E0%A4%B5%E0%A5%88%E0%A4%95%E0%A5%8D%E0%A4%B8%E0%A5%80%E0%A4%A8_%E0%A4%B2%E0%A4%97%E0%A4%BE%E0%A4%93,%23%E0%A4%95%E0%A4%BF%E0%A4%B8%E0%A4%BE%E0%A4%A8%E0%A5%8B_%E0%A4%95%E0%A5%87_%E0%A4%B5%E0%A5%88%E0%A4%95%E0%A5%8D%E0%A4%B8%E0%A5%80%E0%A4%A8_%E0%A4%B2%E0%A4%97%E0%A4%BE%E0%A4%93,10113,19:19.3,India,Negative
#quartogrado,http://twitter.com/search?q=%23quartogrado,%23quartogrado,,19:19.3,Italy,Negative
#IlSegreto,http://twitter.com/search?q=%23IlSegreto,%23IlSegreto,,19:19.3,Italy,Negative
#Hakimi,http://twitter.com/search?q=%23Hakimi,%23Hakimi,,19:19.3,Italy,Negative
#clubshowitalia,http://twitter.com/search?q=%23clubshowitalia,%23clubshowitalia,,19:19.3,Italy,Negative
#ItaliaSanMarino,http://twitter.com/search?q=%23ItaliaSanMarino,%23ItaliaSanMarino,,19:19.3,Italy,Negative
#tradenudesِ,http://twitter.com/search?q=%23tradenudes%D9%90,%23tradenudes%D9%90,,19:19.3,Ukraine,Negative
#NFTdrop,http://twitter.com/search?q=%23NFTdrop,%23NFTdrop,,19:19.3,Ukraine,Negative
#nakedِ,http://twitter.com/search?q=%23naked%D9%90,%23naked%D9%90,,19:19.3,Ukraine,Negative
#DeltaBlues,http://twitter.com/search?q=%23DeltaBlues,%23DeltaBlues,,19:19.3,Ukraine,Negative
#BlindDogRadio,http://twitter.com/search?q=%23BlindDogRadio,%23BlindDogRadio,,19:19.3,Ukraine,Negative
#nftcollector,http://twitter.com/search?q=%23nftcollector,%23nftcollector,27019,19:19.3,Ukraine,Negative
#TribusEnJuego,http://twitter.com/search?q=%23TribusEnJuego,%23TribusEnJuego,,19:19.3,Mexico,Negative
#PremiosLikesBrasil,http://twitter.com/search?q=%23PremiosLikesBrasil,%23PremiosLikesBrasil,47098,19:19.3,Mexico,Negative
#AlbumAnoEvermore,http://twitter.com/search?q=%23AlbumAnoEvermore,%23AlbumAnoEvermore,20007,19:19.3,Mexico,Negative
#AlbumHitFolklore,http://twitter.com/search?q=%23AlbumHitFolklore,%23AlbumHitFolklore,19983,19:19.3,Mexico,Negative
#DiadelPerroSinRaza,http://twitter.com/search?q=%23DiadelPerroSinRaza,%23DiadelPerroSinRaza,,19:19.3,Mexico,Negative
#AEWDynamite,http://twitter.com/search?q=%23AEWDynamite,%23AEWDynamite,11704,19:19.3,United States,Negative
#SmackDown,http://twitter.com/search?q=%23SmackDown,%23SmackDown,32496,19:19.3,United States,Negative
#TheLastDriveIn,http://twitter.com/search?q=%23TheLastDriveIn,%23TheLastDriveIn,,19:19.3,United States,Negative
#spacesgottalent,http://twitter.com/search?q=%23spacesgottalent,%23spacesgottalent,15398,19:19.3,United States,Negative
#MFFL,http://twitter.com/search?q=%23MFFL,%23MFFL,,19:19.3,United States,Negative
#insiders,http://twitter.com/search?q=%23insiders,%23insiders,15331,34:05.6,Australia,Negative
#auspol,http://twitter.com/search?q=%23auspol,%23auspol,29278,34:05.6,Australia,Negative
#Offsiders,http://twitter.com/search?q=%23Offsiders,%23Offsiders,,34:05.6,Australia,Negative
#melbournelockdown4,http://twitter.com/search?q=%23melbournelockdown4,%23melbournelockdown4,,34:05.6,Australia,Negative
#UCLFinal,http://twitter.com/search?q=%23UCLFinal,%23UCLFinal,1448185,34:05.6,Australia,Negative
#LiveCachacaCabare4,http://twitter.com/search?q=%23LiveCachacaCabare4,%23LiveCachacaCabare4,12237,34:05.6,Brazil,Negative
#29MForaBolsonaro,http://twitter.com/search?q=%2329MForaBolsonaro,%2329MForaBolsonaro,960918,34:05.6,Brazil,Negative
#desconjurou,http://twitter.com/search?q=%23desconjurou,%23desconjurou,52603,34:05.6,Brazil,Negative
#FestaPowerCouple,http://twitter.com/search?q=%23FestaPowerCouple,%23FestaPowerCouple,,34:05.6,Brazil,Negative
#ForaGenocida,http://twitter.com/search?q=%23ForaGenocida,%23ForaGenocida,43534,34:05.6,Brazil,Negative
#bucciovertimechallenge,http://twitter.com/search?q=%23bucciovertimechallenge,%23bucciovertimechallenge,,34:05.6,Canada,Negative
#TORvsMTL,http://twitter.com/search?q=%23TORvsMTL,%23TORvsMTL,,34:05.6,Canada,Negative
#215children,http://twitter.com/search?q=%23215children,%23215children,,34:05.6,Canada,Negative
#tmltalk,http://twitter.com/search?q=%23tmltalk,%23tmltalk,,34:05.6,Canada,Negative
#HNIC,http://twitter.com/search?q=%23HNIC,%23HNIC,,34:05.6,Canada,Negative
#UCLFinal,http://twitter.com/search?q=%23UCLFinal,%23UCLFinal,1448121,34:05.6,France,Negative
#ChampionsLeagueFinal,http://twitter.com/search?q=%23ChampionsLeagueFinal,%23ChampionsLeagueFinal,186080,34:05.6,France,Negative
#MCICHE,http://twitter.com/search?q=%23MCICHE,%23MCICHE,104094,34:05.6,France,Negative
#CHEMCI,http://twitter.com/search?q=%23CHEMCI,%23CHEMCI,31692,34:05.6,France,Negative
#OEED,http://twitter.com/search?q=%23OEED,%23OEED,,34:05.6,France,Negative
#STASM,http://twitter.com/search?q=%23STASM,%23STASM,,34:05.6,France,Negative
#lalettre,http://twitter.com/search?q=%23lalettre,%23lalettre,,34:05.6,France,Negative
#UCLFinal,http://twitter.com/search?q=%23UCLFinal,%23UCLFinal,1448121,34:05.6,Germany,Negative
#MCICHE,http://twitter.com/search?q=%23MCICHE,%23MCICHE,104094,34:05.6,Germany,Negative
#ChampionsLeagueFinal,http://twitter.com/search?q=%23ChampionsLeagueFinal,%23ChampionsLeagueFinal,186080,34:05.6,Germany,Negative
#MCICFC,http://twitter.com/search?q=%23MCICFC,%23MCICFC,10142,34:05.6,Germany,Negative
#kpopopinions,http://twitter.com/search?q=%23kpopopinions,%23kpopopinions,11604,34:05.6,Germany,Negative
#AajTak_दलाल_मोदी_का,http://twitter.com/search?q=%23AajTak_%E0%A4%A6%E0%A4%B2%E0%A4%BE%E0%A4%B2_%E0%A4%AE%E0%A5%8B%E0%A4%A6%E0%A5%80_%E0%A4%95%E0%A4%BE,%23AajTak_%E0%A4%A6%E0%A4%B2%E0%A4%BE%E0%A4%B2_%E0%A4%AE%E0%A5%8B%E0%A4%A6%E0%A5%80_%E0%A4%95%E0%A4%BE,31205,34:05.6,India,Negative
#SundayThoughts,http://twitter.com/search?q=%23SundayThoughts,%23SundayThoughts,,34:05.6,India,Negative
#GoBackStalin,http://twitter.com/search?q=%23GoBackStalin,%23GoBackStalin,,34:05.6,India,Negative
#SpiritualSunday,http://twitter.com/search?q=%23SpiritualSunday,%23SpiritualSunday,11717,34:05.6,India,Negative
#SundayMotivation,http://twitter.com/search?q=%23SundayMotivation,%23SundayMotivation,,34:05.6,India,Negative
#GodMorningSunday,http://twitter.com/search?q=%23GodMorningSunday,%23GodMorningSunday,,34:05.6,India,Negative
#NathSectYoga,http://twitter.com/search?q=%23NathSectYoga,%23NathSectYoga,86584,34:05.6,India,Negative
#UCLFinal,http://twitter.com/search?q=%23UCLFinal,%23UCLFinal,1447948,34:05.6,India,Negative
#पंचायत_सहायक_नियमित_करो,http://twitter.com/search?q=%23%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4_%E0%A4%B8%E0%A4%B9%E0%A4%BE%E0%A4%AF%E0%A4%95_%E0%A4%A8%E0%A4%BF%E0%A4%AF%E0%A4%AE%E0%A4%BF%E0%A4%A4_%E0%A4%95%E0%A4%B0%E0%A5%8B,%23%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4_%E0%A4%B8%E0%A4%B9%E0%A4%BE%E0%A4%AF%E0%A4%95_%E0%A4%A8%E0%A4%BF%E0%A4%AF%E0%A4%AE%E0%A4%BF%E0%A4%A4_%E0%A4%95%E0%A4%B0%E0%A5%8B,22734,34:05.6,India,Negative
#sundayvibes,http://twitter.com/search?q=%23sundayvibes,%23sundayvibes,,34:05.6,India,Negative
#SundayMorning,http://twitter.com/search?q=%23SundayMorning,%23SundayMorning,,34:05.6,India,Negative
#MannKiBaat,http://twitter.com/search?q=%23MannKiBaat,%23MannKiBaat,10605,34:05.6,India,Negative
#हिंदी_पत्रकारिता_दिवस,http://twitter.com/search?q=%23%E0%A4%B9%E0%A4%BF%E0%A4%82%E0%A4%A6%E0%A5%80_%E0%A4%AA%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A4%BF%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A4%BF%E0%A4%B5%E0%A4%B8,%23%E0%A4%B9%E0%A4%BF%E0%A4%82%E0%A4%A6%E0%A5%80_%E0%A4%AA%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A4%BF%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A4%BF%E0%A4%B5%E0%A4%B8,,34:05.6,India,Negative
#SHC_भवन_खोड़ा_2013,http://twitter.com/search?q=%23SHC_%E0%A4%AD%E0%A4%B5%E0%A4%A8_%E0%A4%96%E0%A5%8B%E0%A4%A1%E0%A4%BC%E0%A4%BE_2013,%23SHC_%E0%A4%AD%E0%A4%B5%E0%A4%A8_%E0%A4%96%E0%A5%8B%E0%A4%A1%E0%A4%BC%E0%A4%BE_2013,10780,34:05.6,India,Negative
#BHILPRADESH_STATE,http://twitter.com/search?q=%23BHILPRADESH_STATE,%23BHILPRADESH_STATE,,34:05.6,India,Negative
#ArrestBillGates,http://twitter.com/search?q=%23ArrestBillGates,%23ArrestBillGates,23936,34:05.6,India,Negative
#CHEMCI,http://twitter.com/search?q=%23CHEMCI,%23CHEMCI,31691,34:05.6,India,Negative
#2YearsForYSJaganAneNenu,http://twitter.com/search?q=%232YearsForYSJaganAneNenu,%232YearsForYSJaganAneNenu,207043,34:05.6,India,Negative
#HappyBirthdayAlluSirish,http://twitter.com/search?q=%23HappyBirthdayAlluSirish,%23HappyBirthdayAlluSirish,,34:05.6,India,Negative
#MCICHE,http://twitter.com/search?q=%23MCICHE,%23MCICHE,104075,34:05.6,India,Negative
#KTBFFH,http://twitter.com/search?q=%23KTBFFH,%23KTBFFH,24983,34:05.6,India,Negative
#HappyBirthdayJenniferWinget,http://twitter.com/search?q=%23HappyBirthdayJenniferWinget,%23HappyBirthdayJenniferWinget,24103,34:05.6,India,Negative
#asksumedh,http://twitter.com/search?q=%23asksumedh,%23asksumedh,,34:05.6,India,Negative
#PMCaresFund,http://twitter.com/search?q=%23PMCaresFund,%23PMCaresFund,16820,34:05.6,India,Negative
#UCLFinal,http://twitter.com/search?q=%23UCLFinal,%23UCLFinal,1448121,34:05.6,Italy,Negative
#ChampionsLeagueFinal,http://twitter.com/search?q=%23ChampionsLeagueFinal,%23ChampionsLeagueFinal,186080,34:05.6,Italy,Negative
#ManCityChelsea,http://twitter.com/search?q=%23ManCityChelsea,%23ManCityChelsea,17519,34:05.6,Italy,Negative
#Guardiola,http://twitter.com/search?q=%23Guardiola,%23Guardiola,,34:05.6,Italy,Negative
#ceferinout,http://twitter.com/search?q=%23ceferinout,%23ceferinout,,34:05.6,Italy,Negative
#UCLFinal,http://twitter.com/search?q=%23UCLFinal,%23UCLFinal,1448121,34:05.6,Ukraine,Negative
#cumtributeِ,http://twitter.com/search?q=%23cumtribute%D9%90,%23cumtribute%D9%90,,34:05.6,Ukraine,Negative
#nudesِ,http://twitter.com/search?q=%23nudes%D9%90,%23nudes%D9%90,10133,34:05.6,Ukraine,Negative
#jailbaitِ,http://twitter.com/search?q=%23jailbait%D9%90,%23jailbait%D9%90,,34:05.6,Ukraine,Negative
#nftcollectors,http://twitter.com/search?q=%23nftcollectors,%23nftcollectors,16315,34:05.6,Ukraine,Negative
#cryptoart,http://twitter.com/search?q=%23cryptoart,%23cryptoart,19084,34:05.6,Ukraine,Negative
#DownhomeBlues,http://twitter.com/search?q=%23DownhomeBlues,%23DownhomeBlues,,34:05.6,Ukraine,Negative
#TPHAs21BTS,http://twitter.com/search?q=%23TPHAs21BTS,%23TPHAs21BTS,57126,34:05.6,Mexico,Negative
#RicardoPonceAbusador,http://twitter.com/search?q=%23RicardoPonceAbusador,%23RicardoPonceAbusador,12652,34:05.6,Mexico,Negative
#InvasionAzteca,http://twitter.com/search?q=%23InvasionAzteca,%23InvasionAzteca,,34:05.6,Mexico,Negative
#ElResurrectorioMaldito,http://twitter.com/search?q=%23ElResurrectorioMaldito,%23ElResurrectorioMaldito,,34:05.6,Mexico,Negative
#PasionYOrgullo,http://twitter.com/search?q=%23PasionYOrgullo,%23PasionYOrgullo,,34:05.6,Mexico,Negative
#bucciovertimechallenge,http://twitter.com/search?q=%23bucciovertimechallenge,%23bucciovertimechallenge,,34:05.6,United States,Negative
#HiJustin,http://twitter.com/search?q=%23HiJustin,%23HiJustin,,34:05.6,United States,Negative
#campingworldroadtrip,http://twitter.com/search?q=%23campingworldroadtrip,%23campingworldroadtrip,,34:05.6,United States,Negative
#kpopopinions,http://twitter.com/search?q=%23kpopopinions,%23kpopopinions,11614,34:05.6,United States,Negative
#MostRequestedLive,http://twitter.com/search?q=%23MostRequestedLive,%23MostRequestedLive,98302,34:05.6,United States,Negative
#CovidVic,http://twitter.com/search?q=%23CovidVic,%23CovidVic,,45:42.9,Australia,Negative
#AEWDoN,http://twitter.com/search?q=%23AEWDoN,%23AEWDoN,76491,45:42.9,Australia,Negative
#DoubleOrNothing,http://twitter.com/search?q=%23DoubleOrNothing,%23DoubleOrNothing,54866,45:42.9,Australia,Negative
#boycottharveynorman,http://twitter.com/search?q=%23boycottharveynorman,%23boycottharveynorman,,45:42.9,Australia,Negative
#melbournelockdown2021,http://twitter.com/search?q=%23melbournelockdown2021,%23melbournelockdown2021,,45:42.9,Australia,Negative
#Fantastico,http://twitter.com/search?q=%23Fantastico,%23Fantastico,,45:42.9,Brazil,Negative
#حاسبوا_المتحرش_البرازيلي,http://twitter.com/search?q=%23%D8%AD%D8%A7%D8%B3%D8%A8%D9%88%D8%A7_%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%B1%D8%B4_%D8%A7%D9%84%D8%A8%D8%B1%D8%A7%D8%B2%D9%8A%D9%84%D9%8A,%23%D8%AD%D8%A7%D8%B3%D8%A8%D9%88%D8%A7_%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%B1%D8%B4_%D8%A7%D9%84%D8%A8%D8%B1%D8%A7%D8%B2%D9%8A%D9%84%D9%8A,13002,45:42.9,Brazil,Negative
#ProgramaSilvioSantos,http://twitter.com/search?q=%23ProgramaSilvioSantos,%23ProgramaSilvioSantos,,45:42.9,Brazil,Negative
#MareOfEasttown,http://twitter.com/search?q=%23MareOfEasttown,%23MareOfEasttown,10597,45:42.9,Brazil,Negative
#setupdosyodistas,http://twitter.com/search?q=%23setupdosyodistas,%23setupdosyodistas,,45:42.9,Brazil,Negative
#AEWDoN,http://twitter.com/search?q=%23AEWDoN,%23AEWDoN,76687,45:42.9,Canada,Negative
#GoAvsGo,http://twitter.com/search?q=%23GoAvsGo,%23GoAvsGo,11441,45:42.9,Canada,Negative
#AEWDoubleOrNothing,http://twitter.com/search?q=%23AEWDoubleOrNothing,%23AEWDoubleOrNothing,13967,45:42.9,Canada,Negative
#VERZUZ,http://twitter.com/search?q=%23VERZUZ,%23VERZUZ,25844,45:42.9,Canada,Negative
#VGKvsCOL,http://twitter.com/search?q=%23VGKvsCOL,%23VGKvsCOL,,45:42.9,Canada,Negative
#AEWDoN,http://twitter.com/search?q=%23AEWDoN,%23AEWDoN,76395,45:42.9,France,Negative
#DoubleOrNothing,http://twitter.com/search?q=%23DoubleOrNothing,%23DoubleOrNothing,54916,45:42.9,France,Negative
#DimancheCanap,http://twitter.com/search?q=%23DimancheCanap,%23DimancheCanap,,45:42.9,France,Negative
#ONEPIECE,http://twitter.com/search?q=%23ONEPIECE,%23ONEPIECE,26814,45:42.9,France,Negative
#VERZUZ,http://twitter.com/search?q=%23VERZUZ,%23VERZUZ,25844,45:42.9,France,Negative
#AEWDoN,http://twitter.com/search?q=%23AEWDoN,%23AEWDoN,76687,45:42.9,Germany,Negative
#Kinderlose,http://twitter.com/search?q=%23Kinderlose,%23Kinderlose,,45:42.9,Germany,Negative
#AnneWill,http://twitter.com/search?q=%23AnneWill,%23AnneWill,,45:42.9,Germany,Negative
#DoubleOrNothing,http://twitter.com/search?q=%23DoubleOrNothing,%23DoubleOrNothing,54916,45:42.9,Germany,Negative
#GermanHomeofNASCAR,http://twitter.com/search?q=%23GermanHomeofNASCAR,%23GermanHomeofNASCAR,,45:42.9,Germany,Negative
#WorldNoTobaccoDay,http://twitter.com/search?q=%23WorldNoTobaccoDay,%23WorldNoTobaccoDay,19095,45:42.9,India,Negative
#मोदी_कठपुतली_अंबानी_की,http://twitter.com/search?q=%23%E0%A4%AE%E0%A5%8B%E0%A4%A6%E0%A5%80_%E0%A4%95%E0%A4%A0%E0%A4%AA%E0%A5%81%E0%A4%A4%E0%A4%B2%E0%A5%80_%E0%A4%85%E0%A4%82%E0%A4%AC%E0%A4%BE%E0%A4%A8%E0%A5%80_%E0%A4%95%E0%A5%80,%23%E0%A4%AE%E0%A5%8B%E0%A4%A6%E0%A5%80_%E0%A4%95%E0%A4%A0%E0%A4%AA%E0%A5%81%E0%A4%A4%E0%A4%B2%E0%A5%80_%E0%A4%85%E0%A4%82%E0%A4%AC%E0%A4%BE%E0%A4%A8%E0%A5%80_%E0%A4%95%E0%A5%80,34531,45:42.9,India,Negative
#CommitToQuit,http://twitter.com/search?q=%23CommitToQuit,%23CommitToQuit,19336,45:42.9,India,Negative
#MondayMotivation,http://twitter.com/search?q=%23MondayMotivation,%23MondayMotivation,,45:42.9,India,Negative
#mondaythoughts,http://twitter.com/search?q=%23mondaythoughts,%23mondaythoughts,,45:42.9,India,Negative
#GodMorningMonday,http://twitter.com/search?q=%23GodMorningMonday,%23GodMorningMonday,14026,45:42.9,India,Negative
#देश_PM_मोदी_के_साथ,http://twitter.com/search?q=%23%E0%A4%A6%E0%A5%87%E0%A4%B6_PM_%E0%A4%AE%E0%A5%8B%E0%A4%A6%E0%A5%80_%E0%A4%95%E0%A5%87_%E0%A4%B8%E0%A4%BE%E0%A4%A5,%23%E0%A4%A6%E0%A5%87%E0%A4%B6_PM_%E0%A4%AE%E0%A5%8B%E0%A4%A6%E0%A5%80_%E0%A4%95%E0%A5%87_%E0%A4%B8%E0%A4%BE%E0%A4%A5,,45:42.9,India,Negative
#MondayMorning,http://twitter.com/search?q=%23MondayMorning,%23MondayMorning,,45:42.9,India,Negative
#HBDLegendarySSKgaru,http://twitter.com/search?q=%23HBDLegendarySSKgaru,%23HBDLegendarySSKgaru,113661,45:42.9,India,Negative
#नाली_का_कीड़ा,http://twitter.com/search?q=%23%E0%A4%A8%E0%A4%BE%E0%A4%B2%E0%A5%80_%E0%A4%95%E0%A4%BE_%E0%A4%95%E0%A5%80%E0%A4%A1%E0%A4%BC%E0%A4%BE,%23%E0%A4%A8%E0%A4%BE%E0%A4%B2%E0%A5%80_%E0%A4%95%E0%A4%BE_%E0%A4%95%E0%A5%80%E0%A4%A1%E0%A4%BC%E0%A4%BE,13320,45:42.9,India,Negative
#वेटिंग_पुलिस_भर्ती_2018,http://twitter.com/search?q=%23%E0%A4%B5%E0%A5%87%E0%A4%9F%E0%A4%BF%E0%A4%82%E0%A4%97_%E0%A4%AA%E0%A5%81%E0%A4%B2%E0%A4%BF%E0%A4%B8_%E0%A4%AD%E0%A4%B0%E0%A5%8D%E0%A4%A4%E0%A5%80_2018,%23%E0%A4%B5%E0%A5%87%E0%A4%9F%E0%A4%BF%E0%A4%82%E0%A4%97_%E0%A4%AA%E0%A5%81%E0%A4%B2%E0%A4%BF%E0%A4%B8_%E0%A4%AD%E0%A4%B0%E0%A5%8D%E0%A4%A4%E0%A5%80_2018,35274,45:42.9,India,Negative
#GaliWaliMadam,http://twitter.com/search?q=%23GaliWaliMadam,%23GaliWaliMadam,54121,45:42.9,India,Negative
#यूपी_के_शिक्षामित्रों_का_दर्द,http://twitter.com/search?q=%23%E0%A4%AF%E0%A5%82%E0%A4%AA%E0%A5%80_%E0%A4%95%E0%A5%87_%E0%A4%B6%E0%A4%BF%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%BE%E0%A4%AE%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%82_%E0%A4%95%E0%A4%BE_%E0%A4%A6%E0%A4%B0%E0%A5%8D%E0%A4%A6,%23%E0%A4%AF%E0%A5%82%E0%A4%AA%E0%A5%80_%E0%A4%95%E0%A5%87_%E0%A4%B6%E0%A4%BF%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%BE%E0%A4%AE%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%82_%E0%A4%95%E0%A4%BE_%E0%A4%A6%E0%A4%B0%E0%A5%8D%E0%A4%A6,,45:42.9,India,Negative
#CongenitalLiarVanathi,http://twitter.com/search?q=%23CongenitalLiarVanathi,%23CongenitalLiarVanathi,13341,45:42.9,India,Negative
#हर_हर_महादेव,http://twitter.com/search?q=%23%E0%A4%B9%E0%A4%B0_%E0%A4%B9%E0%A4%B0_%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%A6%E0%A5%87%E0%A4%B5,%23%E0%A4%B9%E0%A4%B0_%E0%A4%B9%E0%A4%B0_%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%A6%E0%A5%87%E0%A4%B5,10802,45:42.9,India,Negative
#ctcf,http://twitter.com/search?q=%23ctcf,%23ctcf,,45:42.9,Italy,Negative
#avantiunaltropuredisera,http://twitter.com/search?q=%23avantiunaltropuredisera,%23avantiunaltropuredisera,,45:42.9,Italy,Negative
#AEWDoN,http://twitter.com/search?q=%23AEWDoN,%23AEWDoN,76395,45:42.9,Italy,Negative
#nonMiBasta,http://twitter.com/search?q=%23nonMiBasta,%23nonMiBasta,,45:42.9,Italy,Negative
#Speranza,http://twitter.com/search?q=%23Speranza,%23Speranza,,45:42.9,Italy,Negative
#jailbaitِ,http://twitter.com/search?q=%23jailbait%D9%90,%23jailbait%D9%90,,45:42.9,Ukraine,Negative
#hornyِ,http://twitter.com/search?q=%23horny%D9%90,%23horny%D9%90,24708,45:42.9,Ukraine,Negative
#nakedِ,http://twitter.com/search?q=%23naked%D9%90,%23naked%D9%90,,45:42.9,Ukraine,Negative
#nsfwِ,http://twitter.com/search?q=%23nsfw%D9%90,%23nsfw%D9%90,56280,45:42.9,Ukraine,Negative
#FinalLigaMX,http://twitter.com/search?q=%23FinalLigaMX,%23FinalLigaMX,,45:42.9,Mexico,Negative
#EstaEsLaBuena,http://twitter.com/search?q=%23EstaEsLaBuena,%23EstaEsLaBuena,,45:42.9,Mexico,Negative
#ConcejoEnDuelo,http://twitter.com/search?q=%23ConcejoEnDuelo,%23ConcejoEnDuelo,,45:42.9,Mexico,Negative
#LuisMiguelLaSerie,http://twitter.com/search?q=%23LuisMiguelLaSerie,%23LuisMiguelLaSerie,,45:42.9,Mexico,Negative
#PapaLuchon,http://twitter.com/search?q=%23PapaLuchon,%23PapaLuchon,,45:42.9,Mexico,Negative
#MareOfEasttown,http://twitter.com/search?q=%23MareOfEasttown,%23MareOfEasttown,10514,45:42.9,United States,Negative
#AEWDoN,http://twitter.com/search?q=%23AEWDoN,%23AEWDoN,76687,45:42.9,United States,Negative
#VERZUZ,http://twitter.com/search?q=%23VERZUZ,%23VERZUZ,25844,45:42.9,United States,Negative
#DoubleOrNothing,http://twitter.com/search?q=%23DoubleOrNothing,%23DoubleOrNothing,54916,45:42.9,United States,Negative
#GoAvsGo,http://twitter.com/search?q=%23GoAvsGo,%23GoAvsGo,11441,45:42.9,United States,Negative
